ligand,pK(vinaXB)
5dwr_ligand,7.701151
5dx4_ligand,4.933314
5dxt_ligand,6.709714
5dyo_ligand,7.521965
5e1s_ligand,6.292493
5e2l_ligand,5.137984
5e2o_ligand,6.452434
5e2p_ligand,7.349824
5e6o_ligand,4.927911
5e7n_ligand,3.701356
5e8f_ligand,3.54706
5e13_ligand,4.230652
5e73_ligand,5.34033
5e74_ligand,5.156657
5e89_ligand,4.953702
5ect_ligand,6.403321
5edb_ligand,6.63926
5edc_ligand,6.537111
5edd_ligand,5.650858
5edl_ligand,4.840718
5efa_ligand,4.015337
5efc_ligand,3.752082
5egm_ligand,7.648336
5egu_ligand,5.197779
5ehq_ligand,10.429223
5ehr_ligand,7.59618
5ei3_ligand,5.276371
5eis_ligand,4.949252
5el9_ligand,3.849069
5elw_ligand,3.944575
5en3_ligand,4.128666
5eng_ligand,4.483167
5ep7_ligand,4.174128
5epl_ligand,5.810176
5eq1_ligand,3.947837
5eqe_ligand,5.345806
5eqp_ligand,4.527845
5eqy_ligand,6.053182
5er1_ligand,4.399853
5er2_ligand,6.04033
5er4_ligand,3.090579
5etb_ligand,4.417295
5etj_ligand,6.175359
5eu1_ligand,5.838893
5evz_ligand,6.345982
5ewk_ligand,5.203695
5ewy_ligand,5.132625
5exl_ligand,6.410565
5exm_ligand,6.60577
5exn_ligand,7.29217
5exw_ligand,7.813864
5ey0_ligand,4.948248
5ey4_ligand,4.015557
5eyr_ligand,7.541994
5f0f_ligand,6.871547
5f1h_ligand,6.088292
5f1r_ligand,7.404648
5f1v_ligand,2.220205
5f1x_ligand,7.572837
5f2p_ligand,4.447053
5f2r_ligand,7.143556
5f2u_ligand,5.346796
5f5z_ligand,6.5236
5f8y_ligand,3.402353
5f08_ligand,7.536613
5f9b_ligand,4.042441
5f25_ligand,5.114582
5f60_ligand,5.771987
5f61_ligand,6.720205
5f62_ligand,5.821562
5f63_ligand,6.469472
5f74_ligand,4.358182
5fbi_ligand,3.858013
5fck_ligand,7.200755
5fcz_ligand,4.444956
5fe6_ligand,3.984172
5fe7_ligand,3.968526
5fe9_ligand,4.939553
5fh7_ligand,6.233805
5fh8_ligand,5.749348
5fhn_ligand,8.963959
5fho_ligand,7.905323
5fnc_ligand,5.020381
5fnd_ligand,4.351466
5fnf_ligand,4.529472
5fnr_ligand,5.743651
5fns_ligand,6.373196
5fnt_ligand,7.512434
5fnu_ligand,8.416246
5fog_ligand,4.781371
5fol_ligand,6.006569
5fot_ligand,4.448482
5fou_ligand,4.520704
5fov_ligand,3.839003
5fox_ligand,4.327023
5fpk_ligand,4.786085
5fs5_ligand,3.855682
5fsc_ligand,2.444421
5fsn_ligand,4.203842
5fso_ligand,3.469978
5fsx_ligand,5.742845
5fsy_ligand,7.261195
5ftg_ligand,5.840418
5fto_ligand,8.509765
5fut_ligand,4.915748
5fyx_ligand,4.247845
5g1z_ligand,4.252955
5g2g_ligand,6.299355
5g5f_ligand,2.512478
5g5z_ligand,4.98849
5g45_ligand,4.486114
5g46_ligand,3.075528
5g60_ligand,4.718768
5g61_ligand,4.10044
5gmh_ligand,5.878248
5gs9_ligand,5.107229
5gsa_ligand,6.579018
5h5f_ligand,6.898754
5h8e_ligand,6.759391
5h8g_ligand,6.717031
5h9r_ligand,4.696811
5h85_ligand,3.826327
5ha1_ligand,6.008805
5hbn_ligand,3.018996
5hbs_ligand,6.642361
5hct_ligand,5.636576
5hcv_ligand,10.445257
5hcy_ligand,7.206957
5hjq_ligand,2.412808
5hrv_ligand,6.202632
5hrw_ligand,5.870125
5hrx_ligand,5.825894
5htl_ligand,8.943482
5htz_ligand,6.982251
5hu9_ligand,10.30294
5hva_ligand,4.828563
5hvs_ligand,7.159003
5hvt_ligand,6.864927
5hwu_ligand,5.336554
5hwv_ligand,4.600477
5hz5_ligand,8.152815
5hz6_ligand,7.463453
5hz8_ligand,7.907603
5hz9_ligand,6.371034
5i1q_ligand,6.204875
5i2e_ligand,6.039707
5i2f_ligand,3.63912
5i3v_ligand,6.372361
5i3w_ligand,9.208101
5i3x_ligand,7.165543
5i3y_ligand,7.669157
5i7x_ligand,5.744729
5i7y_ligand,6.414128
5i9x_ligand,6.240887
5i9y_ligand,7.047647
5i9z_ligand,6.441694
5i29_ligand,6.160806
5i80_ligand,5.589076
5i88_ligand,5.961408
5ia0_ligand,6.548886
5ia1_ligand,6.546444
5ia2_ligand,7.631554
5ia3_ligand,7.187933
5ia4_ligand,8.304714
5ia5_ligand,9.119802
5ie1_ligand,5.213446
5igm_ligand,6.381628
5ih9_ligand,6.070029
5ihh_ligand,5.105762
5ii2_ligand,5.665396
5ijr_ligand,3.052801
5ikb_ligand,5.702749
5ime_ligand,6.417815
5ioz_ligand,6.252801
5ipc_ligand,6.445682
5ipj_ligand,7.350139
5irr_ligand,6.167207
5isz_ligand,8.837449
5ito_ligand,4.948944
5itp_ligand,5.022735
5ivc_ligand,5.029479
5ive_ligand,6.559355
5ivv_ligand,4.517683
5ivy_ligand,4.907493
5iyy_ligand,3.751584
5izf_ligand,5.623842
5izj_ligand,4.661642
5j0d_ligand,5.710557
5j1r_ligand,5.484296
5j1x_ligand,3.652192
5j2x_ligand,6.065029
5j3l_ligand,5.560682
5j6a_ligand,5.509538
5j6l_ligand,6.358658
5j6m_ligand,6.633548
5j6n_ligand,6.437053
5j7q_ligand,3.629927
5j7w_ligand,5.173438
5j8m_ligand,5.671305
5j8u_ligand,5.78085
5j9x_ligand,6.371708
5j20_ligand,6.76349
5j27_ligand,6.231481
5j41_ligand,5.340359
5j64_ligand,6.044142
5j82_ligand,6.566972
5j86_ligand,6.92566
5ja0_ligand,5.376899
5jfp_ligand,7.01176
5jfu_ligand,7.125938
5jg1_ligand,7.408343
5jgi_ligand,3.627683
5jgq_ligand,3.47695
5jhb_ligand,5.059172
5jhk_ligand,3.606246
5ji8_ligand,3.472999
5jop_ligand,4.625491
5jox_ligand,2.777529
5jq5_ligand,6.507229
5jsg_ligand,5.749905
5jsj_ligand,5.44423
5jsq_ligand,4.237214
5jy3_ligand,8.520572
5jzi_ligand,7.470858
5k0h_ligand,6.529912
5k0m_ligand,7.17338
5k03_ligand,5.087133
5k8s_ligand,7.362397
5k9w_ligand,5.10033
5ka1_ligand,5.015594
5ka7_ligand,5.111092
5ka9_ligand,4.480579
5kab_ligand,3.60489
5kad_ligand,4.48588
5kat_ligand,5.216642
5kax_ligand,6.613636
5kby_ligand,6.916957
5kcb_ligand,5.74011
5kej_ligand,2.891283
5khm_ligand,7.57187
5kly_ligand,6.693988
5km9_ligand,4.019611
5kma_ligand,5.52838
5ko1_ligand,5.763262
5ko5_ligand,3.667933
5kqx_ligand,8.10357
5kqy_ligand,6.82651
5kr0_ligand,6.118174
5kr1_ligand,6.666979
5kr2_ligand,8.198636
5kva_ligand,6.67305
5kz0_ligand,6.201987
5l2s_ligand,7.166041
5l3a_ligand,3.840931
5l4i_ligand,3.903028
5l4j_ligand,4.26445
5l4m_ligand,3.601232
5l7e_ligand,6.957669
5l7g_ligand,7.06838
5l7h_ligand,10.16022
5l8a_ligand,6.134435
5l9g_ligand,5.498512
5l9i_ligand,6.370257
5l9l_ligand,5.335132
5l9o_ligand,5.192698
5l30_ligand,8.11643
5ld8_ligand,4.443908
5ldm_ligand,2.569736
5ldp_ligand,3.367676
5lli_ligand,6.227412
5lne_ligand,4.080755
5lny_ligand,7.972265
5lom_ligand,6.216884
5lsg_ligand,4.930799
5lsh_ligand,3.747661
5lso_ligand,6.29415
5ltn_ligand,-0.428065
5lud_ligand,2.456085
5lvl_ligand,5.804912
5lvq_ligand,4.68772
5lvr_ligand,3.710095
5lwm_ligand,5.807119
5lyr_ligand,4.557867
5lz4_ligand,5.661789
5lz5_ligand,6.290235
5lz7_ligand,6.252082
5m04_ligand,6.101136
5m5d_ligand,4.431085
5m7s_ligand,4.864472
5m7u_ligand,5.513519
5m17_ligand,4.432925
5m23_ligand,4.498732
5m25_ligand,4.899179
5m28_ligand,5.704714
5m77_ligand,4.498512
5mby_ligand,3.301957
5meh_ligand,3.202023
5mek_ligand,8.546913
5mes_ligand,7.415667
5mg2_ligand,6.312324
5mge_ligand,3.284238
5mgf_ligand,2.428211
5mgj_ligand,3.386518
5mgk_ligand,2.931877
5mkr_ligand,4.56456
5mks_ligand,4.743065
5mlj_ligand,5.551305
5mme_ligand,4.753116
5mmg_ligand,5.00585
5mn1_ligand,3.063218
5mnn_ligand,4.403959
5mo8_ligand,7.330572
5mod_ligand,3.157331
5mpk_ligand,5.737111
5mpn_ligand,5.029472
5mpz_ligand,3.658739
5mqe_ligand,3.002434
5mrb_ligand,7.447537
5mwh_ligand,5.454597
5mwp_ligand,8.662639
5mwy_ligand,9.190762
5mxf_ligand,3.274963
5my8_ligand,8.174868
5mz8_ligand,3.760499
5n0f_ligand,4.062419
5n1z_ligand,7.764677
5n6s_ligand,4.702405
5n9r_ligand,8.740411
5n17_ligand,5.536818
5n18_ligand,6.148328
5n84_ligand,5.093658
5n93_ligand,5.929318
5n99_ligand,7.223358
5nap_ligand,7.723541
5nau_ligand,7.848328
5nbw_ligand,9.277493
5ndf_ligand,3.082302
5ne5_ligand,4.617478
5neb_ligand,4.983343
5ngz_ligand,2.605784
5nih_ligand,5.91827
5njz_ligand,6.882698
5nk2_ligand,7.350051
5nk3_ligand,6.576386
5nk4_ligand,7.504179
5nk6_ligand,6.735726
5nk7_ligand,7.062661
5nk8_ligand,6.780095
5nk9_ligand,6.657969
5nka_ligand,6.657874
5nkb_ligand,6.909018
5nkc_ligand,7.054905
5nkd_ligand,6.921818
5nkg_ligand,6.779032
5nkh_ligand,7.292295
5nki_ligand,6.940821
5nlk_ligand,6.002896
5nn5_ligand,3.959413
5nn6_ligand,4.07643
5nvv_ligand,6.147009
5nvw_ligand,6.163512
5nvx_ligand,6.25563
5nw0_ligand,6.029897
5nw1_ligand,6.226503
5nw2_ligand,5.895601
5nwe_ligand,4.485125
5nwi_ligand,3.967515
5nyh_ligand,7.7514
5nz4_ligand,4.673658
5nze_ligand,4.879186
5nzf_ligand,4.509318
5nzn_ligand,4.662478
5o2d_ligand,8.458746
5o5a_ligand,5.339831
5o9o_ligand,5.854274
5o9p_ligand,5.544993
5o9q_ligand,5.560931
5o9r_ligand,4.948028
5o9y_ligand,5.992412
5o58_ligand,5.74085
5o87_ligand,4.41437
5oa2_ligand,5.460674
5oa6_ligand,6.168336
5oaj_ligand,2.331811
5obg_ligand,8.876745
5odx_ligand,6.605103
5oei_ligand,4.677507
5ogb_ligand,7.107207
5oht_ligand,4.741518
5ohy_ligand,4.309208
5oku_ligand,4.031305
5om2_ligand,6.875718
5om3_ligand,7.368109
5om7_ligand,8.254113
5oot_ligand,6.729421
5op4_ligand,5.315946
5op5_ligand,6.019113
5oq8_ligand,6.212764
5oqu_ligand,4.651474
5org_ligand,6.00217
5orh_ligand,4.596466
5orj_ligand,5.229853
5ork_ligand,5.558087
5orv_ligand,2.265814
5orw_ligand,3.261804
5os2_ligand,2.90761
5os4_ligand,4.582295
5os5_ligand,3.76934
5os7_ligand,6.468915
5os8_ligand,3.397075
5ose_ligand,1.890836
5osl_ligand,3.082016
5oss_ligand,3.49426
5ost_ligand,5.481004
5ot8_ligand,5.871393
5ot9_ligand,4.2489
5ota_ligand,4.437456
5otc_ligand,4.526019
5otr_ligand,5.804692
5otz_ligand,6.166606
5ouh_ligand,6.54651
5ov8_ligand,5.339091
5ovc_ligand,4.74684
5ovp_ligand,4.226173
5ovr_ligand,4.759223
5ovv_ligand,4.534091
5ovx_ligand,5.004282
5owl_ligand,4.415587
5oxk_ligand,3.996518
5qa8_ligand,3.495968
5qal_ligand,2.964069
5qay_ligand,2.692676
5qqp_ligand,9.309245
5qtt_ligand,9.120821
5std_ligand,8.470696
5sxm_ligand,5.255704
5sym_ligand,7.33011
5t7s_ligand,3.216855
5t8o_ligand,7.238394
5t8p_ligand,5.446804
5t9u_ligand,5.228343
5t9w_ligand,6.370125
5t9z_ligand,6.213196
5t19_ligand,7.112199
5ta2_ligand,6.835161
5ta4_ligand,7.164897
5tb6_ligand,4.858057
5tbe_ligand,8.974003
5tbm_ligand,7.934802
5tcj_ligand,6.790953
5tef_ligand,4.776562
5tkj_ligand,5.08074
5tkk_ligand,5.359553
5tmp_ligand,7.268409
5tp0_ligand,4.341312
5tpx_ligand,7.115799
5ttw_ligand,3.359047
5twj_ligand,5.802273
5u0w_ligand,4.367221
5u0y_ligand,4.229758
5u0z_ligand,5.230139
5u4b_ligand,4.941378
5u4d_ligand,3.338944
5u6j_ligand,8.574201
5u8c_ligand,7.150286
5u11_ligand,4.516664
5u12_ligand,4.412075
5u13_ligand,5.123695
5u14_ligand,6.736415
5u28_ligand,6.082566
5u49_ligand,4.709692
5uc4_ligand,6.627185
5ucj_ligand,7.592529
5ueu_ligand,6.047698
5uez_ligand,4.793292
5uf0_ligand,4.089069
5ufc_ligand,4.96217
5uff_ligand,3.918592
5ufp_ligand,8.363211
5ufr_ligand,7.367713
5ufs_ligand,9.250484
5uk8_ligand,6.891481
5ula_ligand,4.637324
5ulp_ligand,5.731305
5ult_ligand,5.790792
5umx_ligand,5.193218
5umy_ligand,9.441041
5uoo_ligand,6.91687
5uov_ligand,6.964714
5upe_ligand,9.362793
5upf_ligand,10.506371
5upj_ligand,6.024098
5upz_ligand,6.8761
5ut6_ligand,5.808556
5uv2_ligand,3.999531
5uxf_ligand,9.640242
5v0n_ligand,9.644054
5v7a_ligand,4.603101
5v79_ligand,5.442742
5v82_ligand,7.924457
5var_ligand,5.040396
5vb5_ligand,7.020616
5vb6_ligand,8.640638
5vb7_ligand,8.432573
5vc3_ligand,6.088937
5vc4_ligand,6.488475
5vcv_ligand,6.75401
5vcw_ligand,6.321342
5vcy_ligand,6.171276
5vcz_ligand,6.617537
5vd0_ligand,7.960638
5vd1_ligand,8.830205
5vd2_ligand,5.920279
5vd3_ligand,7.043321
5vh0_ligand,5.641613
5vih_ligand,5.949604
5vij_ligand,6.257845
5vja_ligand,5.068526
5vl2_ligand,7.426144
5vm0_ligand,7.292603
5vo1_ligand,6.082874
5vr8_ligand,7.385484
5vsj_ligand,5.19217
5vyy_ligand,6.122632
5w1e_ligand,4.255733
5w2s_ligand,4.349509
5w44_ligand,3.911371
5wa5_ligand,5.30099
5wa8_ligand,5.38478
5wa9_ligand,5.507038
5wal_ligand,5.785579
5wbm_ligand,4.847067
5wbo_ligand,4.330579
5we9_ligand,3.456928
5wij_ligand,4.401122
5win_ligand,5.673189
5wl0_ligand,8.618688
5wlo_ligand,8.266327
5wmg_ligand,6.338152
5wp5_ligand,6.092031
5wqc_ligand,6.28434
5wuk_ligand,6.425059
5wyx_ligand,8.269582
5wyz_ligand,9.468211
5x54_ligand,6.390565
5x62_ligand,6.267793
5x74_ligand,9.746356
5xg5_ligand,3.278035
5xmx_ligand,6.222544
5xo7_ligand,8.150154
5xpi_ligand,2.257361
5xsr_ligand,7.240352
5xva_ligand,5.758021
5xvg_ligand,6.168035
5y8y_ligand,4.608717
5y12_ligand,4.97404
5y13_ligand,4.662632
5y94_ligand,4.318798
5ya5_ligand,6.35566
5yas_ligand,3.81871
5yfs_ligand,6.598673
5yft_ligand,6.808343
5yh8_ligand,5.182243
5yhe_ligand,5.126598
5yhg_ligand,4.92401
5yj8_ligand,3.965411
5yl2_ligand,7.201928
5ymx_ligand,5.85684
5yqx_ligand,5.477185
5yyf_ligand,4.470528
5yz2_ligand,4.360931
5z5f_ligand,3.602852
5z7b_ligand,4.63632
5z7j_ligand,7.119949
5z66_ligand,8.177537
5z99_ligand,5.632977
5za7_ligand,6.310103
5za8_ligand,6.087243
5za9_ligand,1.327639
5zae_ligand,6.437412
5zaf_ligand,6.394025
5zag_ligand,6.19849
5zaj_ligand,6.272661
5zc5_ligand,7.410828
5zdb_ligand,7.393087
5zg1_ligand,6.839399
5zhl_ligand,5.08412
5zkc_ligand,6.456928
5znc_ligand,6.479348
5zni_ligand,5.974934
5zo8_ligand,6.606672
5zvw_ligand,6.061437
5zw6_ligand,6.096628
5zyg_ligand,6.14195
5zyl_ligand,7.52835
5zym_ligand,7.173783
6a87_ligand,3.190594
6abx_ligand,4.619391
6ajr_ligand,3.448556
6ajv_ligand,4.659978
6ajy_ligand,4.130543
6ajz_ligand,4.986767
6aox_ligand,4.273732
6aqs_ligand,4.739516
6arm_ligand,4.777346
6arn_ligand,4.419714
6aro_ligand,4.917713
6as8_ligand,5.035081
6ayi_ligand,6.572346
6ayo_ligand,6.779655
6ayq_ligand,6.685161
6ayr_ligand,6.609362
6ays_ligand,6.246562
6ayt_ligand,6.490066
6b1k_ligand,7.609655
6b4l_ligand,7.124274
6b4n_ligand,6.703878
6b4u_ligand,7.132441
6b5q_ligand,6.636386
6b7a_ligand,3.609223
6b7b_ligand,2.937119
6bbx_ligand,6.8961
6bdy_ligand,4.965616
6bhv_ligand,7.42849
6bm5_ligand,5.028101
6bm6_ligand,4.948094
6bs3_ligand,6.275587
6bs4_ligand,6.46195
6c0s_ligand,7.911312
6c2r_ligand,6.567383
6c7q_ligand,6.460323
6c9s_ligand,8.112632
6c9v_ligand,7.595381
6c85_ligand,2.186144
6cbf_ligand,6.518746
6cbg_ligand,5.569157
6cdj_ligand,7.313578
6cdl_ligand,7.184267
6cdo_ligand,5.359377
6cdp_ligand,5.065843
6cfc_ligand,5.002361
6chp_ligand,6.969927
6cjr_ligand,8.784934
6cjs_ligand,6.639604
6ckr_ligand,6.222823
6cks_ligand,5.396789
6ckw_ligand,7.18379
6cn5_ligand,10.354018
6cpw_ligand,9.334611
6cq1_ligand,4.654853
6cvf_ligand,4.193292
6cvv_ligand,3.554545
6cwh_ligand,5.838541
6cwn_ligand,6.288365
6czb_ligand,2.772353
6czc_ligand,4.409377
6cze_ligand,3.004993
6czf_ligand,4.945718
6d3q_ligand,5.186356
6d5e_ligand,7.092889
6d5g_ligand,8.000521
6d5h_ligand,7.919208
6d5j_ligand,6.737375
6d9s_ligand,5.564824
6d9x_ligand,4.365323
6d15_ligand,4.400579
6d16_ligand,4.859905
6d17_ligand,5.421048
6d18_ligand,5.529633
6d19_ligand,5.388812
6d50_ligand,3.789164
6d55_ligand,8.155103
6d56_ligand,8.34327
6d78_ligand,7.859186
6dai_ligand,5.318394
6dak_ligand,5.550073
6dar_ligand,5.747544
6det_ligand,4.800506
6dgl_ligand,6.079765
6dgq_ligand,3.22717
6dgr_ligand,4.06621
6dh1_ligand,5.890286
6dh2_ligand,5.936004
6dh6_ligand,6.18937
6dh7_ligand,6.068174
6dh8_ligand,6.06401
6dif_ligand,7.664428
6dil_ligand,7.313218
6dj1_ligand,7.245718
6dj2_ligand,7.501972
6dj5_ligand,5.708358
6dj7_ligand,5.193724
6dl2_ligand,5.68368
6dpt_ligand,5.219941
6dpx_ligand,5.232229
6dpy_ligand,4.544457
6dpz_ligand,4.656591
6dq4_ligand,5.806488
6dsp_ligand,4.960154
6dy7_ligand,4.217537
6dyn_ligand,2.045777
6dyr_ligand,3.180601
6dys_ligand,3.940051
6dyu_ligand,6.59132
6dyv_ligand,6.548622
6dyw_ligand,5.842654
6dyy_ligand,5.506833
6dyz_ligand,6.332346
6dz0_ligand,6.454267
6dz2_ligand,6.346393
6dz3_ligand,5.50912
6dzx_ligand,3.596804
6e1y_ligand,6.314597
6e1z_ligand,3.252434
6e4a_ligand,4.808101
6e5l_ligand,6.199362
6e5t_ligand,6.231158
6e6m_ligand,6.177625
6e7j_ligand,6.549076
6e7r_ligand,6.451173
6e7t_ligand,6.935682
6e7u_ligand,6.702317
6e9a_ligand,6.948057
6e22_ligand,5.476906
6e23_ligand,7.421356
6edr_ligand,4.193893
6ei5_ligand,8.55673
6eif_ligand,5.569765
6eij_ligand,5.701202
6eiq_ligand,5.75618
6eir_ligand,5.263218
6eis_ligand,8.473732
6eiz_ligand,3.647507
6ej2_ligand,7.783255
6ej3_ligand,7.954956
6ekq_ligand,4.359113
6el5_ligand,6.049413
6eln_ligand,6.009567
6elo_ligand,6.811422
6elp_ligand,7.104978
6eog_ligand,5.154619
6eol_ligand,5.470836
6ep4_ligand,2.813834
6epa_ligand,5.386004
6epy_ligand,7.184311
6epz_ligand,6.175572
6eq1_ligand,7.509135
6eq2_ligand,3.979106
6eq3_ligand,4.590345
6eq5_ligand,4.090982
6eq7_ligand,6.450638
6eq8_ligand,6.413768
6eqp_ligand,5.112823
6eqv_ligand,5.836774
6eqw_ligand,6.167163
6eqx_ligand,5.722669
6euc_ligand,4.1986
6euw_ligand,6.418358
6eux_ligand,5.729707
6evn_ligand,4.617955
6exi_ligand,6.063336
6exj_ligand,4.320191
6exs_ligand,3.048746
6ey8_ligand,7.172111
6ey9_ligand,7.315704
6eya_ligand,7.491782
6eyb_ligand,7.30305
6eyt_ligand,7.361818
6ezq_ligand,4.753922
6f1n_ligand,5.848431
6f05_ligand,3.327089
6f9g_ligand,2.298123
6f20_ligand,2.742287
6f90_ligand,4.724677
6f92_ligand,4.797221
6fa4_ligand,5.317749
6faa_ligand,4.843292
6fba_ligand,4.643087
6fcj_ligand,5.263226
6fgg_ligand,3.781554
6fh3_ligand,2.48989
6fhk_ligand,6.792405
6fmc_ligand,3.905535
6fmj_ligand,5.675103
6fnf_ligand,9.865389
6fng_ligand,9.924641
6fni_ligand,10.483446
6fnj_ligand,10.106166
6fnq_ligand,3.046518
6fnr_ligand,3.104062
6fo5_ligand,5.877507
6fs0_ligand,11.786598
6fs1_ligand,7.800506
6fsy_ligand,5.46835
6ftf_ligand,7.318123
6ftp_ligand,6.538996
6ftz_ligand,5.473673
6fuh_ligand,6.298299
6fui_ligand,6.913937
6fuj_ligand,4.910792
6fz4_ligand,5.376166
6g0z_ligand,6.514993
6g2b_ligand,5.241342
6g2c_ligand,5.216224
6g2e_ligand,4.949809
6g2f_ligand,6.770557
6g2l_ligand,6.39338
6g2m_ligand,6.968908
6g2o_ligand,6.792691
6g2r_ligand,6.107955
6g2s_ligand,6.213446
6g3a_ligand,5.823512
6g9i_ligand,4.539179
6g9x_ligand,2.252808
6g14_ligand,5.824773
6g24_ligand,4.018658
6g25_ligand,5.226723
6g27_ligand,6.03607
6g29_ligand,6.112588
6g34_ligand,5.56662
6g37_ligand,5.559971
6g38_ligand,5.273277
6g39_ligand,5.641701
6ge7_ligand,3.271694
6gf9_ligand,3.713996
6gfs_ligand,3.548695
6gfz_ligand,6.125044
6gg4_ligand,4.405865
6ghh_ligand,3.62555
6ghj_ligand,4.725667
6gj6_ligand,5.434172
6gj8_ligand,5.172801
6gji_ligand,3.976811
6gjj_ligand,4.109626
6gjl_ligand,4.200169
6gjm_ligand,4.127126
6gjn_ligand,5.850953
6gjr_ligand,4.460081
6gl8_ligand,8.488468
6gl9_ligand,5.612163
6gla_ligand,4.904413
6glb_ligand,5.551972
6gnm_ligand,4.319575
6gnp_ligand,2.649032
6gnr_ligand,4.615183
6gnw_ligand,3.612104
6gon_ligand,4.992837
6guc_ligand,5.866518
6gue_ligand,6.793585
6guh_ligand,6.753519
6guk_ligand,6.65882
6gvf_ligand,6.360015
6gvz_ligand,5.357236
6gw4_ligand,5.27871
6gwe_ligand,6.177265
6gwr_ligand,8.184062
6gxg_ligand,3.405792
6gzd_ligand,5.307309
6gzm_ligand,6.116356
6h1d_ligand,6.817683
6h1u_ligand,4.442625
6h2t_ligand,4.55607
6h8s_ligand,5.34022
6hai_ligand,10.306943
6hax_ligand,9.564399
6hay_ligand,8.781393
6hd6_ligand,5.545073
6hgf_ligand,7.2214
6hgg_ligand,7.103732
6hgi_ligand,6.792962
6hgj_ligand,6.059391
6hgr_ligand,4.80437
6hgs_ligand,6.017463
6hh3_ligand,5.597727
6hh5_ligand,5.295081
6hhr_ligand,5.665367
6hk3_ligand,6.013072
6hk4_ligand,5.812639
6hke_ligand,3.252617
6hly_ligand,4.945249
6hm1_ligand,5.767053
6hmg_ligand,4.200836
6hni_ligand,5.073314
6hoq_ligand,4.871525
6hpw_ligand,5.739875
6hq7_ligand,7.679516
6hr2_ligand,9.404465
6ht1_ligand,4.444377
6hza_ligand,7.446532
6hzb_ligand,6.914758
6hzy_ligand,4.120227
6i0z_ligand,5.72923
6i5g_ligand,4.021173
6i8m_ligand,7.432287
6i8t_ligand,7.209113
6i8y_ligand,5.20629
6i11_ligand,7.406246
6i12_ligand,7.606129
6i13_ligand,7.192229
6i14_ligand,7.911804
6i17_ligand,8.281569
6i18_ligand,7.963842
6i61_ligand,6.92923
6i62_ligand,5.642544
6i63_ligand,6.397346
6i64_ligand,6.042163
6i65_ligand,4.00096
6i66_ligand,4.06923
6i67_ligand,4.913094
6ibk_ligand,3.838805
6idb_ligand,3.835198
6idg_ligand,6.790161
6iez_ligand,6.342551
6if0_ligand,6.696019
6ift_ligand,6.652999
6iht_ligand,2.819883
6im4_ligand,6.056525
6ior_ligand,3.873534
6ios_ligand,4.174655
6iou_ligand,3.32379
6ixd_ligand,7.490359
6j0g_ligand,3.267478
6j0o_ligand,7.008739
6j1l_ligand,7.88937
6j3o_ligand,5.106686
6j3p_ligand,6.238167
6j7e_ligand,4.981312
6j9w_ligand,6.995403
6j9y_ligand,7.166246
6j72_ligand,7.411782
6jad_ligand,6.744406
6jag_ligand,6.755946
6jam_ligand,6.748666
6jan_ligand,6.942199
6jao_ligand,6.462317
6jap_ligand,6.368871
6jaq_ligand,4.646371
6jav_ligand,5.342573
6jaw_ligand,5.891782
6jay_ligand,5.353658
6jb0_ligand,6.452771
6jb4_ligand,6.480257
6jbb_ligand,6.133028
6jbe_ligand,4.41404
6jdi_ligand,5.778636
6jdl_ligand,5.514545
6jfk_ligand,7.190696
6jof_ligand,5.833065
6jon_ligand,4.739985
6jtc_ligand,3.320015
6k3l_ligand,6.395293
6k04_ligand,6.468394
6kjd_ligand,6.081745
6ma2_ligand,3.686195
6ma3_ligand,4.740623
6ma4_ligand,3.54676
6ma5_ligand,4.843798
6md0_ligand,3.010059
6md6_ligand,3.726657
6md8_ligand,4.655293
6mg5_ligand,6.397302
6mh1_ligand,6.262823
6mh7_ligand,6.200887
6mj4_ligand,6.198072
6mja_ligand,6.632991
6mjf_ligand,6.192595
6mji_ligand,6.229252
6mku_ligand,5.305132
6mkw_ligand,3.725645
6ml9_ligand,5.430565
6mla_ligand,4.358468
6mle_ligand,5.369956
6mlg_ligand,4.921818
6mli_ligand,3.690286
6mlj_ligand,4.962361
6mll_ligand,5.097031
6mln_ligand,5.329978
6mlo_ligand,4.993541
6mlp_ligand,3.798658
6mm2_ligand,8.38195
6mnc_ligand,5.599655
6mnv_ligand,5.176532
6mqc_ligand,6.634978
6mqe_ligand,6.715938
6msy_ligand,4.212515
6mu3_ligand,4.412705
6mub_ligand,2.92566
6mxc_ligand,6.468739
6n3v_ligand,4.931921
6n3w_ligand,4.77261
6n3x_ligand,5.301532
6n3y_ligand,5.231459
6n5x_ligand,1.18574
6n7a_ligand,6.533387
6n7b_ligand,6.684912
6n7d_ligand,6.636496
6n8x_ligand,5.344186
6n78_ligand,6.755183
6n79_ligand,6.251972
6ncn_ligand,4.069633
6nco_ligand,4.733893
6ndl_ligand,7.72566
6ne5_ligand,8.503871
6nfh_ligand,5.728827
6nfy_ligand,5.904457
6nmb_ligand,3.340762
6no9_ligand,7.108981
6np2_ligand,5.123116
6np3_ligand,5.111562
6np4_ligand,4.643893
6np5_ligand,4.663717
6nsv_ligand,5.150748
6nu1_ligand,2.767251
6nu5_ligand,2.7561
6nv7_ligand,8.00426
6nv9_ligand,7.739076
6nw3_ligand,8.339633
6nwk_ligand,8.543079
6nwl_ligand,8.007859
6nxz_ligand,1.052529
6ny0_ligand,-1.391774
6nyv_ligand,4.995264
6o0k_ligand,8.365902
6o0m_ligand,7.835587
